"","H1","H2","H3","H4","H5","U1","U2","U3","U4","U5"
"ASV_5784",0,29,13,0,0,0,0,0,0,0
"ASV_5785",0,0,42,0,0,0,0,0,0,0
"ASV_5786",0,0,34,0,8,0,0,0,0,0
"ASV_5787",0,0,0,42,0,0,0,0,0,0
"ASV_5788",0,0,0,28,14,0,0,0,0,0
"ASV_5789",0,0,0,0,0,0,0,18,0,24
"ASV_5806",0,0,19,0,0,0,0,0,0,0
"ASV_5822",0,0,11,0,0,0,0,0,0,0
"ASV_5830",16,0,0,0,0,0,0,5,0,0
"ASV_5865",41,0,0,0,0,0,0,0,0,0
"ASV_5866",25,0,16,0,0,0,0,0,0,0
"ASV_5867",0,41,0,0,0,0,0,0,0,0
"ASV_5868",0,0,41,0,0,0,0,0,0,0
"ASV_5869",0,0,11,0,0,0,0,30,0,0
"ASV_5870",0,0,0,41,0,0,0,0,0,0
"ASV_5871",0,0,0,41,0,0,0,0,0,0
"ASV_5872",0,0,0,41,0,0,0,0,0,0
"ASV_5873",0,0,0,41,0,0,0,0,0,0
"ASV_5874",0,0,0,41,0,0,0,0,0,0
"ASV_5876",0,0,0,0,0,0,0,16,0,25
"ASV_5894",10,0,0,24,0,0,0,0,0,0
"ASV_5895",14,0,0,0,0,0,0,0,0,0
"ASV_5897",9,0,0,0,0,0,0,0,0,4
"ASV_5948",0,0,0,2,0,0,0,0,0,0
"ASV_5953",0,0,0,0,0,0,0,0,33,0
"ASV_5956",0,14,26,0,0,0,0,0,0,0
"ASV_5957",0,0,0,40,0,0,0,0,0,0
"ASV_5958",0,0,0,26,0,0,0,14,0,0
"ASV_5959",0,0,0,0,0,27,0,0,0,13
"ASV_5960",0,0,0,0,0,0,40,0,0,0
"ASV_5967",0,0,11,0,0,0,0,16,0,0
"ASV_5975",17,0,0,14,0,0,0,0,0,0
"ASV_5976",0,0,0,0,0,4,5,0,6,0
"ASV_5981",0,0,0,36,0,0,0,0,0,0
"ASV_5992",0,0,7,0,0,0,0,0,0,0
"ASV_6001",0,0,0,24,0,0,0,0,0,7
"ASV_6013",0,0,0,0,0,0,0,0,0,13
"ASV_6034",30,0,0,9,0,0,0,0,0,0
"ASV_6035",0,20,19,0,0,0,0,0,0,0
"ASV_6036",0,0,39,0,0,0,0,0,0,0
"ASV_6037",0,0,0,39,0,0,0,0,0,0
"ASV_6081",8,0,0,9,0,0,0,0,0,0
"ASV_6092",0,0,0,28,0,0,0,0,0,0
"ASV_6098",0,0,8,0,0,0,0,0,0,0
"ASV_6121",0,0,0,29,0,0,0,0,0,0
"ASV_6126",0,0,0,0,0,0,0,0,0,10
"ASV_6131",0,0,0,0,0,0,0,0,24,0
"ASV_6138",38,0,0,0,0,0,0,0,0,0
"ASV_6139",38,0,0,0,0,0,0,0,0,0
"ASV_6140",26,0,0,12,0,0,0,0,0,0
"ASV_6141",16,22,0,0,0,0,0,0,0,0
"ASV_6142",6,0,0,32,0,0,0,0,0,0
"ASV_6143",0,0,38,0,0,0,0,0,0,0
"ASV_6144",0,0,0,38,0,0,0,0,0,0
"ASV_6145",0,0,0,38,0,0,0,0,0,0
"ASV_6146",0,0,0,38,0,0,0,0,0,0
"ASV_6147",0,0,0,38,0,0,0,0,0,0
"ASV_6148",0,0,0,0,38,0,0,0,0,0
"ASV_6149",0,0,0,0,38,0,0,0,0,0
"ASV_6150",0,0,0,0,23,0,15,0,0,0
"ASV_6151",0,0,0,0,0,38,0,0,0,0
"ASV_6169",0,0,0,0,0,0,0,0,0,32
"ASV_6176",0,0,0,0,0,4,0,0,0,0
"ASV_6206",0,0,0,0,0,0,0,0,0,13
"ASV_6213",0,0,0,0,0,0,0,11,0,0
"ASV_6218",0,0,31,0,0,0,0,0,0,0
"ASV_6221",37,0,0,0,0,0,0,0,0,0
"ASV_6222",37,0,0,0,0,0,0,0,0,0
"ASV_6223",30,0,0,7,0,0,0,0,0,0
"ASV_6224",0,0,37,0,0,0,0,0,0,0
"ASV_6225",0,0,37,0,0,0,0,0,0,0
"ASV_6226",0,0,37,0,0,0,0,0,0,0
"ASV_6227",0,0,37,0,0,0,0,0,0,0
"ASV_6228",0,0,22,15,0,0,0,0,0,0
"ASV_6229",0,0,0,37,0,0,0,0,0,0
"ASV_6230",0,0,0,0,0,37,0,0,0,0
"ASV_6231",0,0,0,0,0,0,0,0,0,37
"ASV_6250",0,0,0,23,0,0,0,0,0,0
"ASV_6258",0,0,5,0,29,0,0,0,0,0
"ASV_6285",0,0,0,0,0,3,0,0,0,0
"ASV_6315",36,0,0,0,0,0,0,0,0,0
"ASV_6316",0,0,36,0,0,0,0,0,0,0
"ASV_6317",0,0,36,0,0,0,0,0,0,0
"ASV_6318",0,0,36,0,0,0,0,0,0,0
"ASV_6319",0,0,0,36,0,0,0,0,0,0
"ASV_6320",0,0,0,36,0,0,0,0,0,0
"ASV_6321",0,0,0,36,0,0,0,0,0,0
"ASV_6322",0,0,0,36,0,0,0,0,0,0
"ASV_6323",0,0,0,36,0,0,0,0,0,0
"ASV_6324",0,0,0,36,0,0,0,0,0,0
"ASV_6325",0,0,0,24,0,0,0,12,0,0
"ASV_6326",0,0,0,16,20,0,0,0,0,0
"ASV_6327",0,0,0,0,0,0,0,0,0,36
"ASV_6328",0,0,0,0,0,0,0,0,0,36
"ASV_6354",0,0,0,3,0,0,0,0,0,0
"ASV_6363",11,0,0,0,0,0,0,0,0,0
"ASV_6372",24,0,0,0,0,0,0,0,0,0
"ASV_6393",0,0,0,0,0,20,0,0,0,0
"ASV_6412",0,0,0,0,0,0,0,0,0,11
"ASV_6416",0,0,0,6,0,0,0,0,0,0
"ASV_6417",23,12,0,0,0,0,0,0,0,0
"ASV_6418",13,22,0,0,0,0,0,0,0,0
"ASV_6419",0,35,0,0,0,0,0,0,0,0
"ASV_6420",0,14,0,21,0,0,0,0,0,0
"ASV_6421",0,0,35,0,0,0,0,0,0,0
"ASV_6422",0,0,22,13,0,0,0,0,0,0
"ASV_6423",0,0,0,35,0,0,0,0,0,0
"ASV_6424",0,0,0,35,0,0,0,0,0,0
"ASV_6425",0,0,0,0,0,0,0,35,0,0
"ASV_6426",0,0,0,0,0,0,0,0,35,0
"ASV_6427",0,0,0,0,0,0,0,0,0,35
"ASV_6489",0,0,0,0,0,0,0,4,0,0
"ASV_6499",0,0,0,19,0,0,0,0,0,0
"ASV_6507",0,0,17,0,0,0,0,0,0,0
"ASV_6509",0,0,0,12,0,0,0,0,0,0
"ASV_6513",34,0,0,0,0,0,0,0,0,0
"ASV_6514",34,0,0,0,0,0,0,0,0,0
"ASV_6515",23,0,11,0,0,0,0,0,0,0
"ASV_6516",18,16,0,0,0,0,0,0,0,0
"ASV_6518",0,0,34,0,0,0,0,0,0,0
"ASV_6519",0,0,12,22,0,0,0,0,0,0
"ASV_6520",0,0,4,30,0,0,0,0,0,0
"ASV_6521",0,0,0,34,0,0,0,0,0,0
"ASV_6524",0,0,0,0,0,0,0,34,0,0
"ASV_6525",0,0,0,0,0,0,0,0,34,0
"ASV_6542",17,0,0,0,0,0,0,0,0,0
"ASV_6571",0,0,25,0,0,0,0,0,0,0
"ASV_6594",0,0,0,0,0,0,0,8,0,0
"ASV_6606",0,0,0,8,0,0,0,0,0,0
"ASV_6607",10,17,0,0,6,0,0,0,0,0
"ASV_6608",9,0,0,0,0,0,0,0,24,0
"ASV_6609",0,33,0,0,0,0,0,0,0,0
"ASV_6610",0,0,33,0,0,0,0,0,0,0
"ASV_6611",0,0,0,33,0,0,0,0,0,0
"ASV_6612",0,0,0,33,0,0,0,0,0,0
"ASV_6613",0,0,0,33,0,0,0,0,0,0
"ASV_6614",0,0,0,33,0,0,0,0,0,0
"ASV_6615",0,0,0,33,0,0,0,0,0,0
"ASV_6616",0,0,0,33,0,0,0,0,0,0
"ASV_6617",0,0,0,33,0,0,0,0,0,0
"ASV_6621",0,0,0,0,0,0,0,33,0,0
"ASV_6622",0,0,0,0,0,0,0,0,13,20
"ASV_6623",0,0,0,0,0,0,0,0,4,29
"ASV_6626",0,0,11,0,0,0,0,0,0,0
"ASV_6647",0,0,0,21,0,0,0,0,0,0
"ASV_6664",0,0,0,5,0,0,0,0,0,0
"ASV_6700",0,0,0,0,0,0,0,0,0,20
"ASV_6711",0,0,0,0,0,0,0,3,15,0
"ASV_6717",32,0,0,0,0,0,0,0,0,0
"ASV_6718",24,0,7,1,0,0,0,0,0,0
"ASV_6719",0,32,0,0,0,0,0,0,0,0
"ASV_6720",0,17,0,0,0,0,0,15,0,0
"ASV_6721",0,0,32,0,0,0,0,0,0,0
"ASV_6722",0,0,32,0,0,0,0,0,0,0
"ASV_6723",0,0,32,0,0,0,0,0,0,0
"ASV_6724",0,0,32,0,0,0,0,0,0,0
"ASV_6725",0,0,24,0,0,0,0,8,0,0
"ASV_6726",0,0,0,32,0,0,0,0,0,0
"ASV_6727",0,0,0,32,0,0,0,0,0,0
"ASV_6728",0,0,0,25,7,0,0,0,0,0
"ASV_6730",0,0,0,0,0,0,20,0,0,12
"ASV_6731",0,0,0,0,0,0,0,0,0,32
"ASV_6782",0,0,19,7,0,0,0,0,0,0
"ASV_6796",15,0,0,0,0,0,0,0,0,0
"ASV_6814",0,0,0,9,0,0,0,0,0,0
"ASV_6829",0,0,0,0,0,0,0,21,0,0
"ASV_6837",31,0,0,0,0,0,0,0,0,0
"ASV_6838",31,0,0,0,0,0,0,0,0,0
"ASV_6839",9,0,22,0,0,0,0,0,0,0
"ASV_6840",0,14,0,10,0,0,0,7,0,0
"ASV_6841",0,0,31,0,0,0,0,0,0,0
"ASV_6842",0,0,31,0,0,0,0,0,0,0
"ASV_6843",0,0,17,0,0,0,0,0,14,0
"ASV_6844",0,0,0,31,0,0,0,0,0,0
"ASV_6845",0,0,0,25,0,0,0,6,0,0
"ASV_6846",0,0,0,0,0,0,0,31,0,0
"ASV_6886",0,0,0,0,0,0,0,8,0,0
"ASV_6919",0,0,0,13,0,0,0,0,0,0
"ASV_6926",0,7,0,0,0,0,0,0,0,0
"ASV_6940",0,0,30,0,0,0,0,0,0,0
"ASV_6941",0,0,30,0,0,0,0,0,0,0
"ASV_6942",0,0,30,0,0,0,0,0,0,0
"ASV_6943",0,0,0,30,0,0,0,0,0,0
"ASV_6944",0,0,0,30,0,0,0,0,0,0
"ASV_6945",0,0,0,30,0,0,0,0,0,0
"ASV_6946",0,0,0,30,0,0,0,0,0,0
"ASV_6947",0,0,0,30,0,0,0,0,0,0
"ASV_6949",0,0,0,0,0,0,0,30,0,0
"ASV_6950",0,0,0,0,0,0,0,30,0,0
"ASV_6967",0,0,0,0,0,0,0,11,0,0
"ASV_7047",0,0,9,0,0,0,0,0,0,0
"ASV_7054",29,0,0,0,0,0,0,0,0,0
"ASV_7055",0,29,0,0,0,0,0,0,0,0
"ASV_7056",0,20,0,9,0,0,0,0,0,0
"ASV_7057",0,0,29,0,0,0,0,0,0,0
"ASV_7058",0,0,29,0,0,0,0,0,0,0
"ASV_7059",0,0,0,29,0,0,0,0,0,0
"ASV_7061",0,0,0,29,0,0,0,0,0,0
"ASV_7065",0,0,0,0,0,0,0,29,0,0
"ASV_7070",0,0,0,0,0,0,0,0,0,7
"ASV_7122",0,0,0,9,0,0,0,0,0,0
"ASV_7176",6,0,22,0,0,0,0,0,0,0
"ASV_7177",0,28,0,0,0,0,0,0,0,0
"ASV_7178",0,0,28,0,0,0,0,0,0,0
"ASV_7179",0,0,15,13,0,0,0,0,0,0
"ASV_7180",0,0,10,0,0,0,0,18,0,0
"ASV_7181",0,0,0,28,0,0,0,0,0,0
"ASV_7182",0,0,0,28,0,0,0,0,0,0
"ASV_7183",0,0,0,28,0,0,0,0,0,0
"ASV_7184",0,0,0,0,28,0,0,0,0,0
"ASV_7188",0,0,0,0,0,28,0,0,0,0
"ASV_7189",0,0,0,0,0,0,0,28,0,0
"ASV_7190",0,0,0,0,0,0,0,28,0,0
"ASV_7191",0,0,0,0,0,0,0,0,0,28
"ASV_7192",0,0,0,0,0,0,0,0,0,11
"ASV_7255",0,0,0,4,0,0,0,0,0,0
"ASV_7278",14,0,0,0,0,0,0,0,0,0
"ASV_7281",0,0,0,0,0,0,0,2,0,0
"ASV_7282",0,0,0,0,0,0,0,0,23,0
"ASV_7290",0,0,0,0,0,0,0,0,11,0
"ASV_7300",0,0,0,22,0,0,0,0,0,0
"ASV_7301",0,11,16,0,0,0,0,0,0,0
"ASV_7302",0,0,27,0,0,0,0,0,0,0
"ASV_7303",0,0,27,0,0,0,0,0,0,0
"ASV_7304",0,0,12,15,0,0,0,0,0,0
"ASV_7305",0,0,0,27,0,0,0,0,0,0
"ASV_7306",0,0,0,27,0,0,0,0,0,0
"ASV_7310",0,0,0,0,0,0,0,0,27,0
"ASV_7383",0,0,0,6,0,0,0,0,12,0
"ASV_7396",0,0,0,0,0,0,0,0,0,6
"ASV_7415",0,0,0,0,0,0,0,0,0,12
"ASV_7418",0,0,0,0,0,0,0,11,0,0
"ASV_7440",26,0,0,0,0,0,0,0,0,0
"ASV_7441",0,26,0,0,0,0,0,0,0,0
"ASV_7442",0,0,26,0,0,0,0,0,0,0
"ASV_7443",0,0,26,0,0,0,0,0,0,0
"ASV_7444",0,0,0,26,0,0,0,0,0,0
"ASV_7445",0,0,0,26,0,0,0,0,0,0
"ASV_7446",0,0,0,0,26,0,0,0,0,0
"ASV_7447",0,0,0,0,0,0,0,0,26,0
"ASV_7448",0,0,0,0,0,0,0,0,26,0
"ASV_7449",0,0,0,0,0,0,0,0,0,26
"ASV_7450",0,0,0,0,0,0,0,0,0,26
"ASV_7505",0,0,0,0,0,0,0,0,0,7
"ASV_7507",0,0,2,0,0,0,0,0,0,0
"ASV_7513",5,0,0,9,0,0,0,0,0,0
"ASV_7539",0,0,0,0,0,0,6,0,0,0
"ASV_7556",0,0,0,0,0,7,0,0,0,0
"ASV_7559",0,0,12,0,0,0,0,0,0,0
"ASV_7569",4,0,0,0,0,0,0,0,0,0
"ASV_7599",25,0,0,0,0,0,0,0,0,0
"ASV_7600",4,0,0,21,0,0,0,0,0,0
"ASV_7601",0,10,0,15,0,0,0,0,0,0
"ASV_7602",0,7,11,7,0,0,0,0,0,0
"ASV_7603",0,4,0,21,0,0,0,0,0,0
"ASV_7604",0,0,25,0,0,0,0,0,0,0
"ASV_7605",0,0,0,25,0,0,0,0,0,0
"ASV_7606",0,0,0,25,0,0,0,0,0,0
"ASV_7607",0,0,0,0,25,0,0,0,0,0
"ASV_7612",0,0,0,0,0,0,0,25,0,0
"ASV_7613",0,0,0,0,0,0,0,25,0,0
"ASV_7614",0,0,0,0,0,0,0,25,0,0
"ASV_7615",0,0,0,0,0,0,0,0,25,0
"ASV_7616",0,0,0,0,0,0,0,0,25,0
"ASV_7631",0,0,0,0,0,0,0,3,0,0
"ASV_7635",0,0,9,4,0,0,0,0,0,0
"ASV_7647",0,0,0,4,0,0,0,0,0,0
"ASV_7681",0,0,14,6,0,0,0,0,0,0
"ASV_7730",16,0,8,0,0,0,0,0,0,0
"ASV_7731",10,14,0,0,0,0,0,0,0,0
"ASV_7732",0,0,24,0,0,0,0,0,0,0
"ASV_7733",0,0,0,24,0,0,0,0,0,0
"ASV_7734",0,0,0,24,0,0,0,0,0,0
"ASV_7735",0,0,0,24,0,0,0,0,0,0
"ASV_7736",0,0,0,24,0,0,0,0,0,0
"ASV_7737",0,0,0,13,0,0,0,0,0,11
"ASV_7738",0,0,0,0,0,0,0,24,0,0
"ASV_7739",0,0,0,0,0,0,0,24,0,0
"ASV_7740",0,0,0,0,0,0,0,4,0,20
"ASV_7741",0,0,0,0,0,0,0,0,0,24
"ASV_7742",0,0,0,0,0,0,0,0,0,24
"ASV_7803",0,6,0,0,0,0,0,0,0,0
"ASV_7805",0,0,0,9,0,0,0,0,0,0
"ASV_7831",0,0,0,7,0,0,0,0,0,0
"ASV_7879",23,0,0,0,0,0,0,0,0,0
"ASV_7880",23,0,0,0,0,0,0,0,0,0
"ASV_7881",20,0,0,3,0,0,0,0,0,0
"ASV_7882",5,0,18,0,0,0,0,0,0,0
"ASV_7883",0,0,23,0,0,0,0,0,0,0
"ASV_7884",0,0,23,0,0,0,0,0,0,0
"ASV_7886",0,0,0,23,0,0,0,0,0,0
"ASV_7889",0,0,0,0,0,0,0,23,0,0
"ASV_7890",0,0,0,0,0,0,0,23,0,0
"ASV_7891",0,0,0,0,0,0,0,0,23,0
"ASV_7892",0,0,0,0,0,0,0,0,0,23
"ASV_7893",0,0,0,0,0,0,0,0,0,23
"ASV_7894",0,0,0,0,0,0,0,0,0,23
"ASV_7895",0,0,0,0,0,0,0,0,0,23
"ASV_7931",11,0,0,9,0,0,0,0,0,0
"ASV_7938",0,0,0,0,0,0,0,0,19,0
"ASV_8008",0,0,0,0,0,0,0,0,0,6
"ASV_8027",0,0,0,0,0,0,0,0,0,8
"ASV_8061",22,0,0,0,0,0,0,0,0,0
"ASV_8062",5,0,17,0,0,0,0,0,0,0
"ASV_8063",0,22,0,0,0,0,0,0,0,0
"ASV_8064",0,22,0,0,0,0,0,0,0,0
"ASV_8065",0,0,22,0,0,0,0,0,0,0
"ASV_8066",0,0,14,8,0,0,0,0,0,0
"ASV_8067",0,0,0,22,0,0,0,0,0,0
"ASV_8068",0,0,0,22,0,0,0,0,0,0
"ASV_8069",0,0,0,22,0,0,0,0,0,0
"ASV_8070",0,0,0,22,0,0,0,0,0,0
"ASV_8071",0,0,0,22,0,0,0,0,0,0
"ASV_8072",0,0,0,22,0,0,0,0,0,0
"ASV_8073",0,0,0,0,22,0,0,0,0,0
"ASV_8080",0,0,0,0,0,0,0,22,0,0
"ASV_8081",0,0,0,0,0,0,0,22,0,0
"ASV_8082",0,0,0,0,0,0,0,19,0,3
"ASV_8083",0,0,0,0,0,0,0,0,13,9
"ASV_8101",14,0,0,0,0,0,0,0,0,0
"ASV_8104",0,0,0,8,0,0,0,0,0,0
"ASV_8111",15,0,0,0,0,0,0,0,0,0
"ASV_8112",4,0,0,0,0,0,0,0,0,0
"ASV_8113",0,0,0,0,0,0,0,0,5,0
"ASV_8154",0,0,0,0,0,0,0,8,0,0
"ASV_8162",0,0,0,10,0,0,0,0,0,0
"ASV_8178",0,0,7,0,0,0,0,0,0,0
"ASV_8188",0,0,18,0,0,0,0,0,0,0
"ASV_8237",0,0,0,12,0,0,0,0,0,0
"ASV_8241",21,0,0,0,0,0,0,0,0,0
"ASV_8242",21,0,0,0,0,0,0,0,0,0
"ASV_8243",21,0,0,0,0,0,0,0,0,0
"ASV_8244",21,0,0,0,0,0,0,0,0,0
"ASV_8245",16,0,5,0,0,0,0,0,0,0
"ASV_8246",0,0,21,0,0,0,0,0,0,0
"ASV_8247",0,0,21,0,0,0,0,0,0,0
"ASV_8248",0,0,21,0,0,0,0,0,0,0
"ASV_8249",0,0,0,21,0,0,0,0,0,0
"ASV_8250",0,0,0,21,0,0,0,0,0,0
"ASV_8251",0,0,0,21,0,0,0,0,0,0
"ASV_8252",0,0,0,21,0,0,0,0,0,0
"ASV_8272",0,0,0,12,0,0,0,0,0,0
"ASV_8325",0,0,0,0,0,0,0,12,0,0
"ASV_8343",0,7,0,0,0,0,0,0,0,0
"ASV_8363",12,0,0,0,0,0,0,0,0,0
"ASV_8367",0,0,12,0,0,0,0,0,0,0
"ASV_8385",0,0,0,0,0,0,0,8,0,0
"ASV_8411",0,0,0,0,0,0,0,0,0,16
"ASV_8430",20,0,0,0,0,0,0,0,0,0
"ASV_8431",20,0,0,0,0,0,0,0,0,0
"ASV_8432",20,0,0,0,0,0,0,0,0,0
"ASV_8433",20,0,0,0,0,0,0,0,0,0
"ASV_8434",10,10,0,0,0,0,0,0,0,0
"ASV_8435",0,20,0,0,0,0,0,0,0,0
"ASV_8436",0,20,0,0,0,0,0,0,0,0
"ASV_8437",0,0,20,0,0,0,0,0,0,0
"ASV_8438",0,0,20,0,0,0,0,0,0,0
"ASV_8439",0,0,0,20,0,0,0,0,0,0
"ASV_8440",0,0,0,20,0,0,0,0,0,0
"ASV_8441",0,0,0,20,0,0,0,0,0,0
"ASV_8442",0,0,0,20,0,0,0,0,0,0
"ASV_8443",0,0,0,5,0,0,0,0,0,0
"ASV_8449",0,0,0,0,0,0,0,20,0,0
"ASV_8450",0,0,0,0,0,0,0,0,20,0
"ASV_8451",0,0,0,0,0,0,0,0,20,0
"ASV_8452",0,0,0,0,0,0,0,0,20,0
"ASV_8453",0,0,0,0,0,0,0,0,0,20
"ASV_8507",0,0,0,0,0,0,0,0,0,7
"ASV_8522",2,0,0,9,0,0,0,0,0,0
"ASV_8595",0,0,0,0,0,0,0,12,0,4
"ASV_8620",19,0,0,0,0,0,0,0,0,0
"ASV_8621",19,0,0,0,0,0,0,0,0,0
"ASV_8622",19,0,0,0,0,0,0,0,0,0
"ASV_8623",19,0,0,0,0,0,0,0,0,0
"ASV_8624",6,0,0,13,0,0,0,0,0,0
"ASV_8625",0,19,0,0,0,0,0,0,0,0
"ASV_8626",0,16,0,0,0,0,0,0,3,0
"ASV_8627",0,8,0,11,0,0,0,0,0,0
"ASV_8628",0,3,0,0,0,0,0,16,0,0
"ASV_8629",0,0,19,0,0,0,0,0,0,0
"ASV_8630",0,0,19,0,0,0,0,0,0,0
"ASV_8631",0,0,19,0,0,0,0,0,0,0
"ASV_8632",0,0,10,9,0,0,0,0,0,0
"ASV_8633",0,0,0,19,0,0,0,0,0,0
"ASV_8634",0,0,0,19,0,0,0,0,0,0
"ASV_8635",0,0,0,19,0,0,0,0,0,0
"ASV_8636",0,0,0,19,0,0,0,0,0,0
"ASV_8637",0,0,0,19,0,0,0,0,0,0
"ASV_8639",0,0,0,19,0,0,0,0,0,0
"ASV_8640",0,0,0,19,0,0,0,0,0,0
"ASV_8641",0,0,0,19,0,0,0,0,0,0
"ASV_8643",0,0,0,0,9,0,10,0,0,0
"ASV_8648",0,0,0,0,0,19,0,0,0,0
"ASV_8649",0,0,0,0,0,0,0,19,0,0
"ASV_8650",0,0,0,0,0,0,0,0,19,0
"ASV_8651",0,0,0,0,0,0,0,0,0,19
"ASV_8679",0,0,0,9,0,0,0,0,0,0
"ASV_8739",8,0,0,0,0,0,0,0,0,0
"ASV_8832",3,0,0,0,0,0,0,0,0,0
"ASV_8855",0,0,0,16,0,0,0,0,0,0
"ASV_8873",18,0,0,0,0,0,0,0,0,0
"ASV_8874",11,0,0,0,0,0,0,7,0,0
"ASV_8875",10,0,8,0,0,0,0,0,0,0
"ASV_8876",0,18,0,0,0,0,0,0,0,0
"ASV_8877",0,0,18,0,0,0,0,0,0,0
"ASV_8878",0,0,18,0,0,0,0,0,0,0
"ASV_8879",0,0,18,0,0,0,0,0,0,0
"ASV_8880",0,0,18,0,0,0,0,0,0,0
"ASV_8881",0,0,7,11,0,0,0,0,0,0
"ASV_8882",0,0,5,0,13,0,0,0,0,0
"ASV_8883",0,0,0,18,0,0,0,0,0,0
"ASV_8884",0,0,0,18,0,0,0,0,0,0
"ASV_8885",0,0,0,18,0,0,0,0,0,0
"ASV_8886",0,0,0,18,0,0,0,0,0,0
"ASV_8887",0,0,0,18,0,0,0,0,0,0
"ASV_8888",0,0,0,13,0,0,0,5,0,0
"ASV_8889",0,0,0,0,18,0,0,0,0,0
"ASV_8894",0,0,0,0,0,0,18,0,0,0
"ASV_8895",0,0,0,0,0,0,18,0,0,0
"ASV_8896",0,0,0,0,0,0,0,7,11,0
"ASV_8897",0,0,0,0,0,0,0,0,18,0
"ASV_8898",0,0,0,0,0,0,0,0,18,0
"ASV_8899",0,0,0,0,0,0,0,0,0,18
"ASV_8900",0,0,0,0,0,0,0,0,0,18
"ASV_8901",0,0,0,0,0,0,0,0,0,18
"ASV_8945",5,0,0,0,0,0,0,0,0,0
"ASV_9008",0,0,11,0,0,0,0,0,0,0
"ASV_9066",0,0,0,0,0,3,0,0,0,0
"ASV_9111",0,0,0,0,0,0,0,0,0,11
"ASV_9133",17,0,0,0,0,0,0,0,0,0
"ASV_9134",17,0,0,0,0,0,0,0,0,0
"ASV_9135",17,0,0,0,0,0,0,0,0,0
"ASV_9136",2,0,15,0,0,0,0,0,0,0
"ASV_9137",0,17,0,0,0,0,0,0,0,0
"ASV_9138",0,17,0,0,0,0,0,0,0,0
"ASV_9139",0,17,0,0,0,0,0,0,0,0
"ASV_9140",0,17,0,0,0,0,0,0,0,0
"ASV_9141",0,17,0,0,0,0,0,0,0,0
"ASV_9142",0,17,0,0,0,0,0,0,0,0
"ASV_9143",0,17,0,0,0,0,0,0,0,0
"ASV_9144",0,11,6,0,0,0,0,0,0,0
"ASV_9145",0,11,0,0,0,0,0,0,6,0
"ASV_9146",0,8,9,0,0,0,0,0,0,0
"ASV_9147",0,6,11,0,0,0,0,0,0,0
"ASV_9148",0,0,17,0,0,0,0,0,0,0
"ASV_9149",0,0,17,0,0,0,0,0,0,0
"ASV_9150",0,0,17,0,0,0,0,0,0,0
"ASV_9151",0,0,17,0,0,0,0,0,0,0
"ASV_9152",0,0,17,0,0,0,0,0,0,0
"ASV_9153",0,0,0,17,0,0,0,0,0,0
"ASV_9154",0,0,0,17,0,0,0,0,0,0
"ASV_9155",0,0,0,17,0,0,0,0,0,0
"ASV_9156",0,0,0,17,0,0,0,0,0,0
"ASV_9157",0,0,0,17,0,0,0,0,0,0
"ASV_9158",0,0,0,17,0,0,0,0,0,0
"ASV_9159",0,0,0,17,0,0,0,0,0,0
"ASV_9160",0,0,0,17,0,0,0,0,0,0
"ASV_9161",0,0,0,17,0,0,0,0,0,0
"ASV_9162",0,0,0,17,0,0,0,0,0,0
"ASV_9163",0,0,0,17,0,0,0,0,0,0
"ASV_9164",0,0,0,17,0,0,0,0,0,0
"ASV_9165",0,0,0,0,17,0,0,0,0,0
"ASV_9175",0,0,0,0,0,0,17,0,0,0
"ASV_9176",0,0,0,0,0,0,17,0,0,0
"ASV_9177",0,0,0,0,0,0,0,17,0,0
"ASV_9178",0,0,0,0,0,0,0,17,0,0
"ASV_9179",0,0,0,0,0,0,0,17,0,0
"ASV_9180",0,0,0,0,0,0,0,17,0,0
"ASV_9181",0,0,0,0,0,0,0,17,0,0
"ASV_9182",0,0,0,0,0,0,0,0,0,17
"ASV_9224",0,0,0,0,12,0,0,0,0,0
"ASV_9289",0,0,0,0,0,0,0,0,5,0
"ASV_9340",0,0,0,0,0,0,0,10,0,0
"ASV_9355",0,0,0,0,0,0,0,6,0,0
"ASV_9363",0,0,0,6,0,0,0,0,0,0
"ASV_9388",0,0,0,0,0,0,0,9,0,0
"ASV_9389",0,0,0,9,0,0,0,0,0,0
"ASV_9398",0,0,0,0,0,0,0,4,0,0
"ASV_9426",0,0,0,4,0,0,0,0,0,0
"ASV_9427",0,4,0,0,0,0,0,0,0,0
"ASV_9446",16,0,0,0,0,0,0,0,0,0
"ASV_9447",16,0,0,0,0,0,0,0,0,0
"ASV_9448",16,0,0,0,0,0,0,0,0,0
"ASV_9449",0,10,6,0,0,0,0,0,0,0
"ASV_9450",0,0,16,0,0,0,0,0,0,0
"ASV_9451",0,0,16,0,0,0,0,0,0,0
"ASV_9452",0,0,16,0,0,0,0,0,0,0
"ASV_9453",0,0,16,0,0,0,0,0,0,0
"ASV_9454",0,0,0,16,0,0,0,0,0,0
"ASV_9455",0,0,0,16,0,0,0,0,0,0
"ASV_9456",0,0,0,16,0,0,0,0,0,0
"ASV_9457",0,0,0,16,0,0,0,0,0,0
"ASV_9458",0,0,0,3,0,13,0,0,0,0
"ASV_9459",0,0,0,0,16,0,0,0,0,0
"ASV_9462",0,0,0,0,0,16,0,0,0,0
"ASV_9463",0,0,0,0,0,16,0,0,0,0
"ASV_9464",0,0,0,0,0,0,0,16,0,0
"ASV_9465",0,0,0,0,0,0,0,16,0,0
