"","H1","H2","H3","H4","H5","U1","U2","U3","U4","U5"
"ASV_4001",0,11,0,0,0,0,0,0,0,0
"ASV_4003",119,0,0,0,0,0,0,0,0,0
"ASV_4004",0,0,22,0,0,0,0,0,0,0
"ASV_4005",0,0,19,0,33,0,0,0,0,0
"ASV_4028",0,0,0,0,0,0,62,0,0,8
"ASV_4030",0,0,22,0,0,0,0,0,0,0
"ASV_4059",0,0,9,0,0,0,0,8,45,0
"ASV_4063",0,14,0,0,0,0,0,0,0,0
"ASV_4064",0,0,0,161,123,0,0,0,0,0
"ASV_4065",0,0,0,0,0,0,0,0,185,0
"ASV_4066",0,0,0,0,0,0,0,0,0,31
"ASV_4071",0,0,3,299,0,0,0,0,0,0
"ASV_4078",0,0,13,0,50,0,0,0,0,0
"ASV_4085",97,0,1,47,0,0,0,0,0,0
"ASV_4086",0,1,13,118,0,0,0,0,0,0
"ASV_4087",0,0,0,389,0,0,0,0,0,0
"ASV_4104",0,0,13,0,0,0,0,0,0,0
"ASV_4107",0,0,0,360,0,0,0,0,0,0
"ASV_4112",42,0,0,0,0,0,0,0,0,19
"ASV_4113",31,0,14,28,0,0,0,0,0,0
"ASV_4114",28,0,0,289,0,0,0,0,0,0
"ASV_4115",0,0,21,0,0,0,0,0,0,0
"ASV_4116",0,0,0,0,0,0,0,0,0,30
"ASV_4130",0,0,0,0,0,0,0,0,0,23
"ASV_4138",0,0,0,0,0,0,0,0,0,7
"ASV_4139",0,0,0,0,0,0,0,0,0,11
"ASV_4144",0,7,10,0,0,0,0,0,0,0
"ASV_4145",0,5,0,251,0,0,0,0,0,0
"ASV_4146",0,0,21,0,0,0,0,0,0,0
"ASV_4170",0,0,0,147,0,0,0,18,0,0
"ASV_4171",0,0,0,0,0,0,0,30,0,0
"ASV_4177",0,0,5,0,0,0,0,0,0,0
"ASV_4190",43,0,0,85,0,0,0,0,0,0
"ASV_4199",0,0,0,0,0,0,0,8,0,21
"ASV_4205",0,0,0,355,0,0,0,0,0,0
"ASV_4206",0,0,0,43,0,0,0,13,0,0
"ASV_4224",0,0,20,0,0,0,0,0,0,0
"ASV_4225",0,0,20,0,0,0,0,0,0,0
"ASV_4234",0,0,7,156,10,0,0,0,0,0
"ASV_4243",0,0,0,0,0,0,0,17,0,0
"ASV_4244",0,0,19,0,0,0,0,0,0,0
"ASV_4245",107,0,0,0,0,0,0,0,0,0
"ASV_4246",0,0,15,0,45,0,0,0,0,0
"ASV_4247",0,0,7,232,0,0,0,0,0,0
"ASV_4248",0,0,4,289,0,0,0,0,0,0
"ASV_4249",0,0,0,360,0,0,0,0,0,0
"ASV_4250",0,0,0,0,0,0,0,0,0,28
"ASV_4259",0,0,0,289,0,0,0,0,0,0
"ASV_4271",0,0,0,0,0,0,0,16,0,0
"ASV_4279",0,0,0,270,0,0,0,0,0,0
"ASV_4298",14,7,6,0,0,0,0,0,0,0
"ASV_4332",102,0,0,0,0,0,0,0,0,0
"ASV_4333",0,9,2,57,0,0,0,0,0,0
"ASV_4334",0,2,10,71,0,0,0,0,20,0
"ASV_4335",0,0,0,0,0,0,0,28,0,0
"ASV_4343",6,0,0,57,0,0,0,0,0,0
"ASV_4351",31,0,0,237,0,0,0,0,0,0
"ASV_4352",0,0,19,0,0,0,0,0,0,0
"ASV_4353",0,0,0,0,0,0,0,7,0,20
"ASV_4365",0,0,14,0,0,0,0,0,0,0
"ASV_4378",0,3,4,128,0,0,0,0,0,0
"ASV_4379",0,0,18,0,0,0,0,0,0,0
"ASV_4383",27,4,6,0,0,0,0,0,0,0
"ASV_4394",0,0,0,0,0,0,0,0,0,8
"ASV_4396",100,0,0,0,0,0,0,0,0,0
"ASV_4397",0,0,3,0,0,0,0,14,49,0
"ASV_4398",0,0,0,337,0,0,0,0,0,0
"ASV_4399",0,0,0,337,0,0,0,0,0,0
"ASV_4400",0,0,0,337,0,0,0,0,0,0
"ASV_4401",0,0,0,0,0,0,0,27,0,0
"ASV_4402",0,0,0,0,0,0,0,0,158,0
"ASV_4424",0,0,0,0,0,0,0,0,0,18
"ASV_4426",81,0,0,0,0,0,0,0,0,0
"ASV_4428",15,0,0,280,0,0,0,0,0,0
"ASV_4429",0,1,0,256,20,0,0,0,0,0
"ASV_4445",0,0,0,100,0,0,0,0,0,0
"ASV_4453",0,0,0,185,68,0,0,0,0,0
"ASV_4454",0,0,2,299,0,0,0,0,0,0
"ASV_4455",0,0,0,327,0,0,0,0,0,0
"ASV_4456",0,0,0,327,0,0,0,0,0,0
"ASV_4457",0,0,0,327,0,0,0,0,0,0
"ASV_4458",0,0,0,0,0,0,0,13,0,13
"ASV_4470",72,0,0,0,0,0,0,0,0,0
"ASV_4482",0,0,11,66,0,0,0,0,0,0
"ASV_4485",0,0,8,0,0,0,0,11,0,0
"ASV_4500",15,9,2,0,0,0,0,0,0,0
"ASV_4501",0,0,6,152,0,0,0,0,0,0
"ASV_4502",0,0,0,322,0,0,0,0,0,0
"ASV_4503",0,0,0,0,0,0,0,26,0,0
"ASV_4516",0,0,0,0,0,0,72,9,0,4
"ASV_4529",94,0,0,0,0,0,0,0,0,0
"ASV_4530",0,6,0,0,0,0,0,0,73,0
"ASV_4532",0,0,0,0,0,0,0,0,0,25
"ASV_4565",0,0,17,0,0,0,0,0,0,0
"ASV_4566",0,0,0,313,0,0,0,0,0,0
"ASV_4592",0,0,14,24,0,0,0,0,0,0
"ASV_4594",0,0,17,0,0,0,0,0,0,0
"ASV_4595",0,0,10,0,0,0,0,10,0,0
"ASV_4630",24,0,0,0,118,0,0,0,0,0
"ASV_4631",0,0,17,0,0,0,0,0,0,0
"ASV_4632",0,0,0,303,0,0,0,0,0,0
"ASV_4634",0,0,0,156,0,0,0,0,0,0
"ASV_4635",0,0,0,0,0,0,0,24,0,0
"ASV_4671",88,0,0,0,0,0,0,0,0,0
"ASV_4672",15,0,0,0,0,0,31,16,11,0
"ASV_4673",0,0,16,0,0,0,0,0,0,0
"ASV_4674",0,0,16,0,0,0,0,0,0,0
"ASV_4675",0,0,0,0,0,0,0,0,140,0
"ASV_4676",0,0,0,0,0,0,0,0,0,23
"ASV_4688",0,0,1,0,0,0,123,0,0,0
"ASV_4706",0,0,1,280,0,0,0,0,0,0
"ASV_4707",0,0,0,294,0,0,0,0,0,0
"ASV_4708",0,0,0,0,0,0,0,0,0,23
"ASV_4748",0,0,0,289,0,0,0,0,0,0
"ASV_4749",0,0,0,289,0,0,0,0,0,0
"ASV_4750",0,0,0,0,0,0,0,0,0,23
"ASV_4751",0,0,0,0,0,0,0,0,0,23
"ASV_4762",0,0,6,0,0,0,0,0,0,0
"ASV_4784",0,1,0,76,0,0,0,0,0,0
"ASV_4785",0,0,5,0,0,0,0,0,0,3
"ASV_4786",0,0,0,0,0,0,0,0,0,7
"ASV_4788",0,2,0,0,0,0,0,0,67,0
"ASV_4793",84,0,0,0,0,0,0,0,0,0
"ASV_4795",84,0,0,0,0,0,0,0,0,0
"ASV_4796",84,0,0,0,0,0,0,0,0,0
"ASV_4797",25,0,5,104,0,0,0,0,0,0
"ASV_4798",0,0,15,0,0,0,0,0,0,0
"ASV_4799",0,0,15,0,0,0,0,0,0,0
"ASV_4800",0,0,13,0,0,0,0,0,0,3
"ASV_4801",0,0,9,0,68,0,0,0,0,0
"ASV_4802",0,0,4,57,78,0,0,0,0,0
"ASV_4803",0,0,0,0,0,0,0,23,0,0
"ASV_4832",14,0,0,52,0,0,0,0,65,0
"ASV_4837",0,0,0,0,0,0,0,0,114,0
"ASV_4841",83,0,0,0,0,0,0,0,0,0
"ASV_4842",0,10,0,0,0,0,0,0,0,0
"ASV_4843",0,0,15,0,0,0,0,0,0,0
"ASV_4844",0,0,0,280,0,0,0,0,0,0
"ASV_4845",0,0,0,280,0,0,0,0,0,0
"ASV_4846",0,0,0,0,0,0,0,0,76,9
"ASV_4859",0,0,0,171,0,0,0,0,0,0
"ASV_4884",81,0,0,0,0,0,0,0,0,0
"ASV_4885",0,3,0,204,0,0,0,0,0,0
"ASV_4886",0,2,2,5,0,0,0,14,0,0
"ASV_4887",0,0,15,0,0,0,0,0,0,0
"ASV_4888",0,0,11,47,0,0,0,0,11,0
"ASV_4889",0,0,2,232,0,0,0,0,0,0
"ASV_4890",0,0,0,0,0,0,87,0,91,0
"ASV_4891",0,0,0,0,0,0,0,0,129,0
"ASV_4892",0,0,0,0,0,0,0,0,0,21
"ASV_4938",52,2,0,0,0,0,0,0,0,0
"ASV_4942",0,0,1,0,0,0,0,12,0,0
"ASV_4945",0,0,15,0,0,0,0,0,0,0
"ASV_4946",0,0,15,0,0,0,0,0,0,0
"ASV_4947",0,0,0,270,0,0,0,0,0,0
"ASV_4948",0,0,0,270,0,0,0,0,0,0
"ASV_4949",0,0,0,270,0,0,0,0,0,0
"ASV_4950",0,0,0,0,0,29,0,11,36,0
"ASV_4979",0,1,12,0,0,0,0,0,0,0
"ASV_4995",0,0,13,0,0,0,0,0,0,0
"ASV_5001",55,1,2,0,0,0,0,0,0,0
"ASV_5002",0,0,14,0,0,0,0,0,0,0
"ASV_5003",0,0,0,265,0,0,0,0,0,0
"ASV_5004",0,0,0,0,0,146,0,0,0,0
"ASV_5005",0,0,0,0,0,146,0,0,0,0
"ASV_5006",0,0,0,0,0,0,123,0,71,0
"ASV_5007",0,0,0,0,0,0,92,0,85,0
"ASV_5008",0,0,0,0,0,0,0,21,0,0
"ASV_5017",0,0,0,95,0,0,0,0,0,2
"ASV_5032",0,0,0,171,0,0,0,0,0,0
"ASV_5040",0,0,0,0,0,0,0,0,0,8
"ASV_5044",0,0,9,0,0,0,0,0,0,0
"ASV_5048",0,10,0,0,0,0,0,0,0,0
"ASV_5049",0,0,14,0,0,0,0,0,0,0
"ASV_5050",0,0,0,261,0,0,0,0,0,0
"ASV_5051",0,0,0,0,0,0,0,21,0,0
"ASV_5052",0,0,0,0,0,0,0,0,122,0
"ASV_5101",0,9,0,0,0,0,0,0,0,2
"ASV_5102",0,3,2,128,0,0,0,0,0,0
"ASV_5114",10,0,0,104,0,0,0,0,0,0
"ASV_5128",0,0,7,0,0,0,0,0,0,0
"ASV_5141",0,0,0,0,0,0,0,0,0,15
"ASV_5142",0,0,0,0,0,0,0,0,78,0
"ASV_5146",0,0,0,0,0,0,0,8,18,0
"ASV_5148",46,0,4,0,0,0,0,0,0,0
"ASV_5149",0,0,0,251,0,0,0,0,0,0
"ASV_5150",0,0,0,251,0,0,0,0,0,0
"ASV_5151",0,0,0,0,0,0,0,5,0,15
"ASV_5152",0,0,0,0,0,0,0,0,118,0
"ASV_5153",0,0,0,0,0,0,0,0,0,20
"ASV_5188",0,0,5,0,0,0,0,0,0,0
"ASV_5194",0,3,6,57,0,0,0,0,0,0
"ASV_5195",0,0,13,0,0,0,0,0,0,0
"ASV_5196",0,0,2,204,0,0,0,0,0,0
"ASV_5197",0,0,0,0,0,0,0,20,0,0
"ASV_5198",0,0,0,0,0,0,0,0,0,19
"ASV_5217",0,0,0,228,0,0,0,0,0,0
"ASV_5219",6,0,0,114,0,0,0,0,0,0
"ASV_5236",8,0,0,152,0,0,0,0,0,0
"ASV_5251",32,0,0,0,0,0,144,0,0,0
"ASV_5252",22,0,0,118,25,0,0,0,0,0
"ASV_5253",0,0,9,71,0,0,0,0,0,0
"ASV_5254",0,0,0,242,0,0,0,0,0,0
"ASV_5255",0,0,0,0,0,0,0,19,0,0
"ASV_5294",70,0,0,0,0,0,0,0,0,0
"ASV_5295",70,0,0,0,0,0,0,0,0,0
"ASV_5296",34,0,3,62,0,0,0,0,0,0
"ASV_5297",0,0,12,0,0,0,0,0,0,0
"ASV_5298",0,0,13,0,0,0,0,0,0,0
"ASV_5299",0,0,13,0,0,0,0,0,0,0
"ASV_5300",0,0,0,237,0,0,0,0,0,0
"ASV_5301",0,0,0,0,125,0,0,0,0,0
"ASV_5302",0,0,0,0,0,130,0,0,0,0
"ASV_5303",0,0,0,0,0,0,0,0,0,18
"ASV_5309",0,0,0,0,110,0,0,0,0,0
"ASV_5348",39,0,0,0,0,0,0,0,0,0
"ASV_5352",24,0,0,152,0,0,0,0,0,0
"ASV_5353",0,2,9,0,0,0,0,0,0,0
"ASV_5354",0,0,0,232,0,0,0,0,0,0
"ASV_5355",0,0,0,204,0,0,0,0,13,0
"ASV_5399",0,0,0,0,0,0,0,6,0,4
"ASV_5407",31,0,7,0,0,0,0,0,0,0
"ASV_5408",0,0,4,133,0,0,0,0,0,1
"ASV_5424",0,0,1,62,0,0,0,0,0,0
"ASV_5425",0,0,0,109,23,0,0,2,7,0
"ASV_5439",0,0,0,0,0,0,0,0,73,0
"ASV_5467",48,2,0,0,0,0,0,0,0,0
"ASV_5468",22,2,0,95,0,0,0,0,0,0
"ASV_5469",22,0,0,147,0,0,0,0,0,0
"ASV_5470",15,0,2,128,0,0,0,0,0,0
"ASV_5471",0,2,0,52,68,0,0,0,0,0
"ASV_5472",0,0,12,0,0,0,0,0,0,0
"ASV_5473",0,0,0,223,0,0,0,0,0,0
"ASV_5474",0,0,0,223,0,0,0,0,0,0
"ASV_5505",21,0,6,0,0,0,0,0,0,0
"ASV_5528",0,0,0,0,0,0,0,13,0,0
"ASV_5530",0,5,0,76,0,0,0,0,0,0
"ASV_5531",0,0,12,0,0,0,0,0,0,0
"ASV_5532",0,0,0,218,0,0,0,0,0,0
"ASV_5533",0,0,0,218,0,0,0,0,0,0
"ASV_5534",0,0,0,218,0,0,0,0,0,0
"ASV_5535",0,0,0,218,0,0,0,0,0,0
"ASV_5548",24,0,5,24,0,0,0,0,0,0
"ASV_5577",15,2,0,0,0,0,0,0,0,0
"ASV_5581",0,0,0,0,0,0,0,0,82,0
"ASV_5591",0,0,12,0,0,0,0,0,0,0
"ASV_5592",0,0,6,109,0,0,0,0,0,0
"ASV_5593",0,0,0,213,0,0,0,0,0,0
"ASV_5594",0,0,0,213,0,0,0,0,0,0
"ASV_5595",0,0,0,213,0,0,0,0,0,0
"ASV_5627",0,4,0,85,0,0,0,0,0,0
"ASV_5628",0,0,1,0,0,0,0,11,0,0
"ASV_5637",43,0,0,0,0,0,46,0,0,0
"ASV_5646",0,0,0,0,0,18,0,10,0,0
"ASV_5649",62,0,0,0,0,0,0,0,0,0
"ASV_5650",53,0,2,0,0,0,0,0,0,0
"ASV_5651",0,8,0,0,0,0,0,0,0,0
"ASV_5652",0,0,4,100,0,0,0,0,0,0
"ASV_5653",0,0,3,161,0,0,0,0,0,0
"ASV_5654",0,0,0,209,0,0,0,0,0,0
"ASV_5655",0,0,0,209,0,0,0,0,0,0
"ASV_5656",0,0,0,0,0,0,0,0,0,16
"ASV_5678",17,3,0,43,0,0,0,0,0,0
"ASV_5694",0,7,0,0,0,0,0,0,0,0
"ASV_5711",0,0,0,0,0,0,0,6,0,0
"ASV_5714",49,0,2,0,0,0,0,0,0,0
"ASV_5715",41,0,4,0,0,0,0,0,0,0
"ASV_5716",18,0,0,142,0,0,0,0,0,0
"ASV_5717",0,1,10,0,0,0,0,0,0,0
"ASV_5718",0,0,11,0,0,0,0,0,0,0
"ASV_5730",13,0,7,0,0,0,0,0,0,0
"ASV_5737",0,5,0,0,0,0,0,0,0,0
"ASV_5770",0,0,0,0,58,0,41,0,0,0
"ASV_5777",0,0,0,0,0,0,0,0,0,6
"ASV_5783",59,0,0,0,0,0,0,0,0,0
"ASV_5784",0,5,3,0,0,0,0,0,0,0
"ASV_5785",0,0,11,0,0,0,0,0,0,0
"ASV_5786",0,0,9,0,20,0,0,0,0,0
"ASV_5787",0,0,0,199,0,0,0,0,0,0
"ASV_5788",0,0,0,133,35,0,0,0,0,0
"ASV_5789",0,0,0,0,0,0,0,7,0,9
"ASV_5806",0,0,5,0,0,0,0,0,0,0
"ASV_5830",22,0,0,0,0,0,0,2,0,0
"ASV_5865",57,0,0,0,0,0,0,0,0,0
"ASV_5866",35,0,4,0,0,0,0,0,0,0
"ASV_5867",0,7,0,0,0,0,0,0,0,0
"ASV_5868",0,0,11,0,0,0,0,0,0,0
"ASV_5869",0,0,3,0,0,0,0,11,0,0
"ASV_5870",0,0,0,194,0,0,0,0,0,0
"ASV_5871",0,0,0,194,0,0,0,0,0,0
"ASV_5872",0,0,0,194,0,0,0,0,0,0
"ASV_5873",0,0,0,194,0,0,0,0,0,0
"ASV_5874",0,0,0,194,0,0,0,0,0,0
"ASV_5876",0,0,0,0,0,0,0,6,0,9
"ASV_5894",14,0,0,114,0,0,0,0,0,0
"ASV_5953",0,0,0,0,0,0,0,0,73,0
"ASV_5956",0,2,7,0,0,0,0,0,0,0
"ASV_5957",0,0,0,190,0,0,0,0,0,0
"ASV_5958",0,0,0,123,0,0,0,5,0,0
"ASV_5959",0,0,0,0,0,70,0,0,0,5
"ASV_5960",0,0,0,0,0,0,205,0,0,0
"ASV_5967",0,0,3,0,0,0,0,6,0,0
"ASV_5975",24,0,0,66,0,0,0,0,0,0
"ASV_5976",0,0,0,0,0,10,26,0,13,0
"ASV_5981",0,0,0,171,0,0,0,0,0,0
"ASV_6001",0,0,0,114,0,0,0,0,0,3
"ASV_6034",42,0,0,43,0,0,0,0,0,0
"ASV_6035",0,3,5,0,0,0,0,0,0,0
"ASV_6036",0,0,10,0,0,0,0,0,0,0
"ASV_6037",0,0,0,185,0,0,0,0,0,0
"ASV_6081",11,0,0,43,0,0,0,0,0,0
"ASV_6092",0,0,0,133,0,0,0,0,0,0
"ASV_6121",0,0,0,137,0,0,0,0,0,0
"ASV_6131",0,0,0,0,0,0,0,0,53,0
"ASV_6138",53,0,0,0,0,0,0,0,0,0
"ASV_6139",53,0,0,0,0,0,0,0,0,0
"ASV_6140",36,0,0,57,0,0,0,0,0,0
"ASV_6141",22,4,0,0,0,0,0,0,0,0
"ASV_6142",8,0,0,152,0,0,0,0,0,0
"ASV_6143",0,0,10,0,0,0,0,0,0,0
"ASV_6144",0,0,0,180,0,0,0,0,0,0
"ASV_6145",0,0,0,180,0,0,0,0,0,0
"ASV_6146",0,0,0,180,0,0,0,0,0,0
"ASV_6147",0,0,0,180,0,0,0,0,0,0
"ASV_6148",0,0,0,0,95,0,0,0,0,0
"ASV_6149",0,0,0,0,95,0,0,0,0,0
"ASV_6150",0,0,0,0,58,0,77,0,0,0
"ASV_6151",0,0,0,0,0,99,0,0,0,0
"ASV_6169",0,0,0,0,0,0,0,0,0,12
"ASV_6218",0,0,8,0,0,0,0,0,0,0
"ASV_6221",52,0,0,0,0,0,0,0,0,0
"ASV_6222",52,0,0,0,0,0,0,0,0,0
"ASV_6223",42,0,0,33,0,0,0,0,0,0
"ASV_6224",0,0,10,0,0,0,0,0,0,0
"ASV_6225",0,0,10,0,0,0,0,0,0,0
"ASV_6226",0,0,10,0,0,0,0,0,0,0
"ASV_6227",0,0,10,0,0,0,0,0,0,0
"ASV_6228",0,0,6,71,0,0,0,0,0,0
"ASV_6229",0,0,0,175,0,0,0,0,0,0
"ASV_6230",0,0,0,0,0,96,0,0,0,0
"ASV_6231",0,0,0,0,0,0,0,0,0,14
"ASV_6250",0,0,0,109,0,0,0,0,0,0
"ASV_6258",0,0,1,0,73,0,0,0,0,0
"ASV_6315",50,0,0,0,0,0,0,0,0,0
"ASV_6316",0,0,9,0,0,0,0,0,0,0
"ASV_6317",0,0,9,0,0,0,0,0,0,0
"ASV_6318",0,0,9,0,0,0,0,0,0,0
"ASV_6319",0,0,0,171,0,0,0,0,0,0
"ASV_6320",0,0,0,171,0,0,0,0,0,0
"ASV_6321",0,0,0,171,0,0,0,0,0,0
"ASV_6322",0,0,0,171,0,0,0,0,0,0
"ASV_6323",0,0,0,171,0,0,0,0,0,0
"ASV_6324",0,0,0,171,0,0,0,0,0,0
"ASV_6325",0,0,0,114,0,0,0,5,0,0
"ASV_6326",0,0,0,76,50,0,0,0,0,0
"ASV_6327",0,0,0,0,0,0,0,0,0,13
"ASV_6328",0,0,0,0,0,0,0,0,0,13
"ASV_6372",34,0,0,0,0,0,0,0,0,0
"ASV_6393",0,0,0,0,0,52,0,0,0,0
"ASV_6417",32,2,0,0,0,0,0,0,0,0
"ASV_6418",18,4,0,0,0,0,0,0,0,0
"ASV_6419",0,6,0,0,0,0,0,0,0,0
"ASV_6420",0,2,0,100,0,0,0,0,0,0
"ASV_6421",0,0,9,0,0,0,0,0,0,0
"ASV_6422",0,0,6,62,0,0,0,0,0,0
"ASV_6423",0,0,0,166,0,0,0,0,0,0
"ASV_6424",0,0,0,166,0,0,0,0,0,0
"ASV_6425",0,0,0,0,0,0,0,13,0,0
"ASV_6426",0,0,0,0,0,0,0,0,78,0
"ASV_6427",0,0,0,0,0,0,0,0,0,13
"ASV_6499",0,0,0,90,0,0,0,0,0,0
"ASV_6507",0,0,4,0,0,0,0,0,0,0
"ASV_6513",48,0,0,0,0,0,0,0,0,0
"ASV_6514",48,0,0,0,0,0,0,0,0,0
"ASV_6515",32,0,3,0,0,0,0,0,0,0
"ASV_6516",25,3,0,0,0,0,0,0,0,0
"ASV_6518",0,0,9,0,0,0,0,0,0,0
"ASV_6519",0,0,3,104,0,0,0,0,0,0
"ASV_6520",0,0,1,142,0,0,0,0,0,0
"ASV_6521",0,0,0,161,0,0,0,0,0,0
"ASV_6524",0,0,0,0,0,0,0,13,0,0
"ASV_6525",0,0,0,0,0,0,0,0,76,0
"ASV_6542",24,0,0,0,0,0,0,0,0,0
"ASV_6571",0,0,6,0,0,0,0,0,0,0
"ASV_6607",14,3,0,0,15,0,0,0,0,0
"ASV_6608",13,0,0,0,0,0,0,0,53,0
"ASV_6609",0,6,0,0,0,0,0,0,0,0
"ASV_6610",0,0,9,0,0,0,0,0,0,0
"ASV_6611",0,0,0,156,0,0,0,0,0,0
"ASV_6612",0,0,0,156,0,0,0,0,0,0
"ASV_6613",0,0,0,156,0,0,0,0,0,0
"ASV_6614",0,0,0,156,0,0,0,0,0,0
"ASV_6615",0,0,0,156,0,0,0,0,0,0
"ASV_6616",0,0,0,156,0,0,0,0,0,0
"ASV_6617",0,0,0,156,0,0,0,0,0,0
"ASV_6621",0,0,0,0,0,0,0,13,0,0
"ASV_6622",0,0,0,0,0,0,0,0,29,7
"ASV_6623",0,0,0,0,0,0,0,0,9,11
"ASV_6647",0,0,0,100,0,0,0,0,0,0
"ASV_6700",0,0,0,0,0,0,0,0,0,7
"ASV_6711",0,0,0,0,0,0,0,1,33,0
"ASV_6717",45,0,0,0,0,0,0,0,0,0
"ASV_6718",34,0,2,5,0,0,0,0,0,0
"ASV_6719",0,6,0,0,0,0,0,0,0,0
"ASV_6720",0,3,0,0,0,0,0,6,0,0
"ASV_6721",0,0,8,0,0,0,0,0,0,0
"ASV_6722",0,0,8,0,0,0,0,0,0,0
"ASV_6723",0,0,8,0,0,0,0,0,0,0
"ASV_6724",0,0,8,0,0,0,0,0,0,0
"ASV_6725",0,0,6,0,0,0,0,3,0,0
"ASV_6726",0,0,0,152,0,0,0,0,0,0
"ASV_6727",0,0,0,152,0,0,0,0,0,0
"ASV_6728",0,0,0,118,18,0,0,0,0,0
"ASV_6730",0,0,0,0,0,0,103,0,0,4
"ASV_6731",0,0,0,0,0,0,0,0,0,12
"ASV_6782",0,0,5,33,0,0,0,0,0,0
"ASV_6796",21,0,0,0,0,0,0,0,0,0
"ASV_6829",0,0,0,0,0,0,0,8,0,0
"ASV_6837",43,0,0,0,0,0,0,0,0,0
"ASV_6838",43,0,0,0,0,0,0,0,0,0
"ASV_6839",13,0,6,0,0,0,0,0,0,0
"ASV_6840",0,2,0,47,0,0,0,3,0,0
"ASV_6841",0,0,8,0,0,0,0,0,0,0
"ASV_6842",0,0,8,0,0,0,0,0,0,0
"ASV_6843",0,0,4,0,0,0,0,0,31,0
"ASV_6844",0,0,0,147,0,0,0,0,0,0
"ASV_6845",0,0,0,118,0,0,0,2,0,0
"ASV_6846",0,0,0,0,0,0,0,12,0,0
"ASV_6940",0,0,8,0,0,0,0,0,0,0
"ASV_6941",0,0,8,0,0,0,0,0,0,0
"ASV_6942",0,0,8,0,0,0,0,0,0,0
"ASV_6943",0,0,0,142,0,0,0,0,0,0
"ASV_6944",0,0,0,142,0,0,0,0,0,0
"ASV_6945",0,0,0,142,0,0,0,0,0,0
"ASV_6946",0,0,0,142,0,0,0,0,0,0
"ASV_6947",0,0,0,142,0,0,0,0,0,0
"ASV_6949",0,0,0,0,0,0,0,11,0,0
"ASV_6950",0,0,0,0,0,0,0,11,0,0
"ASV_7054",41,0,0,0,0,0,0,0,0,0
"ASV_7055",0,5,0,0,0,0,0,0,0,0
"ASV_7056",0,3,0,43,0,0,0,0,0,0
"ASV_7057",0,0,7,0,0,0,0,0,0,0
"ASV_7058",0,0,7,0,0,0,0,0,0,0
"ASV_7059",0,0,0,137,0,0,0,0,0,0
"ASV_7061",0,0,0,137,0,0,0,0,0,0
"ASV_7065",0,0,0,0,0,0,0,11,0,0
"ASV_7176",8,0,6,0,0,0,0,0,0,0
"ASV_7177",0,5,0,0,0,0,0,0,0,0
"ASV_7178",0,0,7,0,0,0,0,0,0,0
"ASV_7179",0,0,4,62,0,0,0,0,0,0
"ASV_7180",0,0,3,0,0,0,0,7,0,0
"ASV_7181",0,0,0,133,0,0,0,0,0,0
"ASV_7182",0,0,0,133,0,0,0,0,0,0
"ASV_7183",0,0,0,133,0,0,0,0,0,0
"ASV_7184",0,0,0,0,70,0,0,0,0,0
"ASV_7188",0,0,0,0,0,73,0,0,0,0
"ASV_7189",0,0,0,0,0,0,0,11,0,0
"ASV_7190",0,0,0,0,0,0,0,11,0,0
"ASV_7191",0,0,0,0,0,0,0,0,0,10
"ASV_7282",0,0,0,0,0,0,0,0,51,0
"ASV_7300",0,0,0,104,0,0,0,0,0,0
"ASV_7301",0,2,4,0,0,0,0,0,0,0
"ASV_7302",0,0,7,0,0,0,0,0,0,0
"ASV_7303",0,0,7,0,0,0,0,0,0,0
"ASV_7304",0,0,3,71,0,0,0,0,0,0
"ASV_7305",0,0,0,128,0,0,0,0,0,0
"ASV_7306",0,0,0,128,0,0,0,0,0,0
"ASV_7310",0,0,0,0,0,0,0,0,60,0
"ASV_7383",0,0,0,28,0,0,0,0,27,0
"ASV_7440",36,0,0,0,0,0,0,0,0,0
"ASV_7441",0,5,0,0,0,0,0,0,0,0
"ASV_7442",0,0,7,0,0,0,0,0,0,0
"ASV_7443",0,0,7,0,0,0,0,0,0,0
"ASV_7444",0,0,0,123,0,0,0,0,0,0
"ASV_7445",0,0,0,123,0,0,0,0,0,0
"ASV_7446",0,0,0,0,65,0,0,0,0,0
"ASV_7447",0,0,0,0,0,0,0,0,58,0
"ASV_7448",0,0,0,0,0,0,0,0,58,0
"ASV_7449",0,0,0,0,0,0,0,0,0,10
"ASV_7450",0,0,0,0,0,0,0,0,0,10
"ASV_7599",35,0,0,0,0,0,0,0,0,0
"ASV_7600",6,0,0,100,0,0,0,0,0,0
"ASV_7601",0,2,0,71,0,0,0,0,0,0
"ASV_7602",0,1,3,33,0,0,0,0,0,0
"ASV_7603",0,1,0,100,0,0,0,0,0,0
"ASV_7604",0,0,6,0,0,0,0,0,0,0
"ASV_7605",0,0,0,118,0,0,0,0,0,0
"ASV_7606",0,0,0,118,0,0,0,0,0,0
"ASV_7607",0,0,0,0,63,0,0,0,0,0
"ASV_7612",0,0,0,0,0,0,0,10,0,0
"ASV_7613",0,0,0,0,0,0,0,10,0,0
"ASV_7614",0,0,0,0,0,0,0,10,0,0
"ASV_7615",0,0,0,0,0,0,0,0,56,0
"ASV_7616",0,0,0,0,0,0,0,0,56,0
"ASV_7681",0,0,4,28,0,0,0,0,0,0
"ASV_7730",22,0,2,0,0,0,0,0,0,0
"ASV_7731",14,2,0,0,0,0,0,0,0,0
"ASV_7732",0,0,6,0,0,0,0,0,0,0
